trainid,trainno,stationcode,blocksection,distance,arrivaltime,departuretime,05:59:00,06:00:00
498744,12594,SCI,SCI-BHS,654.16,83760,83760,,
498744,12594,BHS,BHS-SORI,645,84240,84360,,
498744,12594,SORI,SORI-SUMR,639.48,84720,84720,,
498744,12594,SUMR,SUMR-GLG,631.15,85020,85020,,
498744,12594,GLG,GLG-PAI,623.77,85320,85320,,
498744,12594,PAI,PAI-BAQ,614.23,85680,85680,,
498744,12594,BAQ,BAQ-BET,605.53,86100,86100,,
498744,12594,BET,BET-CLHT,595.64,86640,86640,,
498744,12594,CLHT,CLHT-KAH,591.05,86940,86940,,
498744,12594,KAH,KAH-MABA,586.03,87240,87240,,
498744,12594,MABA,MABA-KIKA,577.23,87660,87660,,
498744,12594,KIKA,KIKA-BINA,569.33,88260,89880,,
498744,12594,BINA,BINA-AGD,559.9,90600,90900,,
498744,12594,AGD,AGD-KOA,551.88,91500,91500,,
498744,12594,KOA,KOA-MXS,540.21,91920,91920,,
498744,12594,MXS,MXS-DUA,533.93,92160,92160,,
498744,12594,DUA,DUA-JLN,525.38,92460,92460,,
498744,12594,JLN,JLN-JRO,513.82,92880,92880,,
498744,12594,JRO,JRO-LAR,506.8,93120,93120,,
498744,12594,LAR,LAR-DWA,497.24,93720,93720,,
498744,12594,DWA,DWA-JHA,486.91,94260,94260,,
498744,12594,JHA,JHA-BJA,477,94620,94620,,
498744,12594,BJA,BJA-DLA,468.26,94920,94920,,
498744,12594,DLA,DLA-TBT,463.22,95100,95100,,
498744,12594,TBT,TBT-MZX,457.64,95280,95280,,
498744,12594,MZX,MZX-BZY,452.56,95460,95460,,
498744,12594,BZY,BZY-BPW,444.68,95760,95760,,
498744,12594,BPW,BPW-BAB,437.07,96000,96000,,
498744,12594,BAB,BAB-KHJ,432.68,96180,96180,,
498744,12594,KHJ,KHJ-BJI,424.5,96480,96480,,
498744,12594,BJI,BJI-JHSA,415.81,96780,96780,,
498744,12594,JHSA,JHSA-JHS,410.85,97020,97020,,
498744,12594,JHS,,407.33,98100,99420,,
498766,16230,ET,,789.92,121800,122400,,
498769,17324,ET,,789.92,121800,122400,,
498770,17323,ET,,789.92,163500,164700,,
498799,66031,SPE,SPE-PEL,2092.04,56700,56700,,
498799,66031,PEL,PEL-DVR,2083.87,57360,57780,,
498799,66031,DVR,DVR-NYP,2076.4,58200,58260,,
498799,66031,NYP,NYP-PYA,2064.87,58920,58980,,
498799,66031,PYA,PYA-ODUR,2051.9,59640,59700,,
498799,66031,ODUR,ODUR-GDR,2045.91,60120,60180,,
498799,66031,GDR,GDR-MBL,2037.22,61080,61140,,
498799,66031,MBL,MBL-KMLP,2027.87,61560,61620,,
498799,66031,KMLP,KMLP-VKT,2021.66,61920,61920,,
498799,66031,VKT,VKT-VDE,2015.41,62340,62400,,
498799,66031,VDE,VDE-NLS,2006.14,62880,62940,,
498799,66031,NLS,NLS-NLR,2000.85,63240,63300,,
498799,66031,NLR,,1998.9,64200,64200,,
498800,12651,KOK,KOK-TNP,2170.28,34680,34680,,
498800,12651,TNP,TNP-TVT,2169.13,34920,34920,,
498800,12651,TVT,TVT-ENR,2165.39,35100,35100,,
498800,12651,ENR,ENR-AIPP,2158.32,35460,35460,,
498800,12651,AIPP,AIPP-AIP,2154.1,35700,35700,,
498800,12651,AIP,AIP-MJR,2152.32,35820,35820,,
498800,12651,MJR,MJR-PON,2148.42,36000,36000,,
498800,12651,PON,PON-KVP,2139.72,36360,36360,,
498800,12651,KVP,KVP-GPD,2133.04,36660,36660,,
498800,12651,GPD,GPD-ELR,2127.13,37200,37200,,
498800,12651,ELR,ELR-AKM,2121.53,37440,37440,,
498800,12651,AKM,AKM-TADA,2111.95,37800,37800,,
498800,12651,TADA,TADA-SPE,2104.5,38100,38100,,
498800,12651,SPE,SPE-PEL,2092.04,38640,38640,,
498800,12651,PEL,PEL-DVR,2083.87,39000,39000,,
498800,12651,DVR,DVR-NYP,2076.4,39300,39300,,
498800,12651,NYP,NYP-PYA,2064.87,39720,39720,,
498800,12651,PYA,PYA-ODUR,2051.9,40320,40320,,
498800,12651,ODUR,ODUR-GDR,2045.91,40560,40560,,
498800,12651,GDR,GDR-MBL,2037.22,42480,42480,,
498800,12651,MBL,MBL-KMLP,2027.87,42960,42960,,
498800,12651,KMLP,KMLP-VKT,2021.66,43200,43200,,
498800,12651,VKT,VKT-VDE,2015.41,43440,43440,,
498800,12651,VDE,VDE-NLR,2006.14,43860,43860,,
498800,12651,NLR,NLR-PGU,1998.9,44160,44160,,
498800,12651,PGU,PGU-KJJ,1994.84,44400,44400,,
498800,12651,KJJ,KJJ-TMC,1987.48,44640,44640,,
498800,12651,TMC,TMC-AXR,1982.82,44880,44880,,
498800,12651,AXR,AXR-BTTR,1971.26,45360,45360,,
498800,12651,BTTR,BTTR-SVPM,1965.01,45660,45660,,
498800,12651,SVPM,SVPM-KVZ,1960.69,45840,45840,,
498800,12651,KVZ,KVZ-TTU,1948.46,46380,46380,,
498800,12651,TTU,TTU-UPD,1934.13,46920,46920,,
498800,12651,UPD,UPD-SKM,1920.38,47460,47460,,
498800,12651,SKM,SKM-TNR,1910.81,47940,47940,,
498800,12651,TNR,TNR-SDM,1901.19,48300,48300,,
498800,12651,SDM,SDM-OGL,1893.01,48780,48780,,
498800,12651,OGL,OGL-KRV,1882.86,49320,49320,,
498800,12651,KRV,KRV-ANB,1874.08,49800,49800,,
498800,12651,ANB,ANB-UGD,1867.82,50040,50040,,
498800,12651,UGD,UGD-CJM,1860.22,50280,50280,,
498800,12651,CJM,CJM-VTM,1853.76,50940,50940,,
498800,12651,VTM,VTM-CLX,1841.33,51420,51420,,
498800,12651,CLX,CLX-SPF,1833.39,51780,51780,,
498800,12651,SPF,SPF-BPP,1825.29,52140,52140,,
498800,12651,BPP,BPP-APL,1818.4,52500,52500,,
498800,12651,APL,APL-NDO,1809.63,52980,52980,,
498800,12651,NDO,NDO-TSR,1797.94,53580,53580,,
498800,12651,TSR,TSR-TEL,1787.44,54300,54300,,
498800,12651,TEL,TEL-DIG,1776.01,54840,54840,,
498800,12651,DIG,DIG-PVD,1766.2,55200,55200,,
498800,12651,PVD,PVD-KCC,1756.65,55560,55560,,
498800,12651,KCC,KCC-BZA,1749.55,56520,56520,,
498800,12651,BZA,BZA-VBC,1744.5,57300,58200,,
498800,12651,VBC,VBC-NWBV,1741.5,59160,59160,,
498800,12651,NWBV,NWBV-RYP,1737.79,59340,59340,,
498800,12651,RYP,RYP-KI,1734.15,59580,59580,,
498800,12651,KI,KI-CVV,1728.71,59940,59940,,
498800,12651,CVV,CVV-GNN,1721.71,60180,60180,,
498800,12651,GNN,GNN-YP,1714.71,60480,60480,,
498800,12651,YP,YP-TNGM,1704.71,60840,60840,,
498800,12651,TNGM,TNGM-MDR,1699.71,61140,61140,,
498800,12651,MDR,MDR-MTMI,1690.71,61500,61500,,
498800,12651,MTMI,MTMI-BKL,1684.71,61800,61800,,
498800,12651,BKL,BKL-CKN,1674.71,62160,62160,,
498800,12651,CKN,CKN-PNDP,1662.71,62640,62640,,
498800,12651,PNDP,PNDP-KMT,1656.71,62880,62880,,
498800,12651,KMT,KMT-MLMG,1647.71,63240,63240,,
498800,12651,MLMG,MLMG-PPY,1638.71,63600,63600,,
498800,12651,PPY,PPY-DKJ,1632.71,64620,64620,,
498800,12651,DKJ,DKJ-GUU,1624.71,65040,65040,,
498800,12651,GUU,GUU-MABD,1611.8,65640,65640,,
498800,12651,MABD,MABD-TAA,1600.58,65940,65940,,
498800,12651,TAA,TAA-KDM,1594.48,66180,66180,,
498800,12651,KDM,KDM-INK,1585.37,66480,66480,,
498800,12651,INK,INK-NKD,1579.29,66720,66720,,
498800,12651,NKD,NKD-YGL,1569.87,67080,67080,,
498800,12651,YGL,YGL-CLE,1560.29,67440,67440,,
498800,12651,CLE,CLE-WL,1552.51,68760,68760,,
498800,12651,WL,WL-KZJF,1540.2,70320,70320,,
498800,12651,KZJF,KZJF-KZJE,1531.73,71100,71100,,
498800,12651,KZJE,KZJE-KMPT,1530.94,71580,71580,,
498800,12651,KMPT,KMPT-HSP,1526.21,72120,72120,,
498800,12651,HSP,HSP-OPL,1519.95,72420,72420,,
498800,12651,OPL,OPL-JMKT,1508.18,72840,72840,,
498800,12651,JMKT,JMKT-BGSF,1496.2,73260,73260,,
498800,12651,BGSF,BGSF-PTKP,1490.2,73500,73500,,
498800,12651,PTKP,PTKP-KOLR,1480.2,73920,73920,,
498800,12651,KOLR,KOLR-PDPL,1472.2,74280,74280,,
498800,12651,PDPL,PDPL-RGPM,1459.2,74760,74760,,
498800,12651,RGPM,RGPM-RDM,1451.2,75060,75060,,
498800,12651,RDM,RDM-PPZ,1441.2,75300,75300,,
498800,12651,PPZ,PPZ-MCI,1436.2,75540,75540,,
498800,12651,MCI,MCI-MMZ,1427.2,75960,75960,,
498800,12651,MMZ,MMZ-BPA,1416.2,76440,76440,,
498800,12651,BPA,BPA-RECH,1406.87,77160,77160,,
498800,12651,RECH,RECH-RLW,1396.37,77580,77580,,
498800,12651,RLW,RLW-ASAF,1390.23,77820,77820,,
498800,12651,ASAF,ASAF-RLT,1382.64,78120,78120,,
498800,12651,RLT,RLT-SKZR,1375.26,78420,78420,,
498800,12651,SKZR,SKZR-VEM,1368.29,78840,78840,,
498800,12651,VEM,VEM-SRUR,1360.29,79260,79260,,
498800,12651,SRUR,SRUR-MKDI,1350.29,79560,79560,,
498800,12651,MKDI,MKDI-WIRR,1339.29,79980,79980,,
498800,12651,WIRR,WIRR-VHGN,1326.29,80460,80460,,
498800,12651,VHGN,VHGN-MAGH,1317.29,80820,80820,,
498800,12651,MAGH,MAGH-BPQ,1308.68,82500,82500,,
498800,12651,BPQ,BPQ-BUPH,1299.17,83100,83700,,
498800,12651,BUPH,BUPH-CD,1290.19,84540,84540,,
498800,12651,CD,CD-VVKN,1285.28,84780,84780,,
498800,12651,VVKN,VVKN-CPW,1279.64,84960,84960,,
498800,12651,CPW,CPW-TAE,1278.64,85140,85140,,
498800,12651,TAE,TAE-BUX,1270.64,85500,85500,,
498800,12651,BUX,BUX-MJRI,1260.91,85860,85860,,
498800,12651,MJRI,MJRI-WRR,1251.31,86220,86220,,
498800,12651,WRR,WRR-CKNI,1239.06,86760,86760,,
498800,12651,CKNI,CKNI-NGI,1228.81,87180,87180,,
498800,12651,NGI,NGI-YNA,1216.6,87600,87600,,
498800,12651,YNA,YNA-HGT,1206.29,88020,88020,,
498800,12651,HGT,HGT-WG,1201.21,88320,88320,,
498800,12651,WG,WG-SNN,1192.42,88620,88620,,
498800,12651,SNN,SNN-BPK,1183.99,88920,88920,,
498800,12651,BPK,BPK-CHJC,1177.3,89160,89160,,
498800,12651,CHJC,CHJC-SEGM,1170.72,90240,90240,,
498800,12651,SEGM,SEGM-SLOR,1164.17,90660,90660,,
498800,12651,SLOR,SLOR-TGP,1152.41,91140,91140,,
498800,12651,TGP,TGP-SNI,1142.44,91500,91500,,
498800,12651,SNI,SNI-BOK,1133.9,91800,91800,,
498800,12651,BOK,BOK-BTBR,1123.31,92160,92160,,
498800,12651,BTBR,BTBR-GMG,1115.39,92520,92520,,
498800,12651,GMG,GMG-KRI,1106.59,92820,92820,,
498800,12651,KRI,KRI-AJNI,1100.11,93060,93060,,
498800,12651,AJNI,AJNI-NGP,1090.87,93300,93300,,
498800,12651,NGP,NGP-GNQ,1087.95,94200,94800,,
498800,12651,GNQ,GNQ-BWRA,1081.4,95580,95580,,
498800,12651,BWRA,BWRA-KSWR,1075.14,95820,95820,,
498800,12651,KSWR,KSWR-KOHL,1064.36,96180,96180,,
498800,12651,KOHL,KOHL-SNKB,1052.68,96600,96600,,
498800,12651,SNKB,SNKB-MER,1043.87,96960,96960,,
498800,12651,MER,MER-KATL,1036.76,97320,97320,,
498800,12651,KATL,KATL-KLBA,1027.53,97680,97680,,
498800,12651,KLBA,KLBA-TNH,1017.48,98040,98040,,
498800,12651,TNH,TNH-NRKR,1009.35,98340,98340,,
498800,12651,NRKR,NRKR-DDMT,1002.42,98640,98640,,
498800,12651,DDMT,DDMT-PAR,992.8,99060,99060,,
498800,12651,PAR,PAR-TEO,984.2,99480,99480,,
498800,12651,TEO,TEO-GDKP,975.26,99900,100140,,
498800,12651,GDKP,GDKP-CCD,966.67,100680,100680,,
498800,12651,CCD,CCD-HTN,957.67,101340,101520,,
498800,12651,HTN,HTN-MTY,951.77,101880,101880,,
498800,12651,MTY,MTY-JKR,942.51,102240,102240,,
498800,12651,JKR,JKR-AMLA,931.34,102600,102600,,
498800,12651,AMLA,AMLA-BYS,919.45,103080,103080,,
498800,12651,BYS,BYS-MALK,909.65,103440,103440,,
498800,12651,MALK,MALK-BZU,903,103680,103680,,
498800,12651,BZU,BZU-MJY,896.66,103980,103980,,
498800,12651,MJY,MJY-DHQ,887.97,104400,104400,,
498800,12651,DHQ,DHQ-GDYA,875.22,105420,105420,,
498800,12651,GDYA,GDYA-BBTR,860.15,105960,105960,,
498800,12651,BBTR,BBTR-MGRD,848.29,106380,106380,,
498800,12651,MGRD,MGRD-DOH,842.11,106620,106620,,
498800,12651,DOH,DOH-POX,837.43,106800,106800,,
498800,12651,POX,POX-KQE,829.47,107100,107100,,
498800,12651,KQE,KQE-SAHL,822.83,107340,107340,,
498800,12651,SAHL,SAHL-TAKU,816.56,107580,107580,,
498800,12651,TAKU,TAKU-KSLA,812.36,107760,107760,,
498800,12651,KSLA,KSLA-KRTH,806.47,108960,108960,,
498800,12651,KRTH,KRTH-JUH,800.58,109260,109260,,
498800,12651,JUH,JUH-ET,792.53,109560,109560,,
498800,12651,ET,ET-PRKD,789.92,110100,110100,,
498800,12651,PRKD,PRKD-HBD,781.31,111000,111000,,
498800,12651,HBD,HBD-BNI,772.19,111360,111360,,
498800,12651,BNI,BNI-MIG,765.01,111720,111720,,
498800,12651,MIG,MIG-CHQ,758.23,112500,112500,,
498800,12651,CHQ,CHQ-BKA,752.05,112860,112860,,
498800,12651,BKA,BKA-ODG,745.62,113280,113280,,
498800,12651,ODG,ODG-ITKL,734.09,113700,113700,,
498800,12651,ITKL,ITKL-MDDP,726.03,114120,114120,,
498800,12651,MDDP,MDDP-MSO,720.61,114480,114480,,
498800,12651,MSO,MSO-HBJ,710.31,114960,114960,,
498800,12651,HBJ,HBJ-BPL,704.3,115500,115500,,
498800,12651,BPL,BPL-NSZ,698.27,116100,116700,,
498800,12651,NSZ,NSZ-SUW,696.75,117000,117000,,
498800,12651,SUW,SUW-BVB,687.15,117360,117360,,
498800,12651,BVB,BVB-DWG,679.62,117660,117660,,
498800,12651,DWG,DWG-SMT,670.83,117960,117960,,
498800,12651,SMT,SMT-SCI,661.39,118320,118320,,
498800,12651,SCI,SCI-BHS,654.16,118560,118560,,
498800,12651,BHS,BHS-SORI,645,118920,118920,,
498800,12651,SORI,SORI-SUMR,639.48,119100,119100,,
498800,12651,SUMR,SUMR-GLG,631.15,119400,119400,,
498800,12651,GLG,GLG-PAI,623.77,119760,119760,,
498800,12651,PAI,PAI-BAQ,614.23,120120,120120,,
498800,12651,BAQ,BAQ-BET,605.53,120420,120420,,
498800,12651,BET,BET-CLHT,595.64,120960,120960,,
498800,12651,CLHT,CLHT-KAH,591.05,121260,121260,,
498800,12651,KAH,KAH-MABA,586.03,121560,121560,,
498800,12651,MABA,MABA-KIKA,577.23,121980,121980,,
498800,12651,KIKA,KIKA-BINA,569.33,122460,122460,,
498800,12651,BINA,BINA-AGD,559.9,123120,123120,,
498800,12651,AGD,AGD-KOA,551.88,123600,123600,,
498800,12651,KOA,KOA-MXS,540.21,124020,124020,,
498800,12651,MXS,MXS-DUA,533.93,124260,124260,,
498800,12651,DUA,DUA-JLN,525.38,124560,124560,,
498800,12651,JLN,JLN-JRO,513.82,124980,124980,,
498800,12651,JRO,JRO-LAR,506.8,125220,125220,,
498800,12651,LAR,LAR-DWA,497.24,125520,125520,,
498800,12651,DWA,DWA-JHA,486.91,125880,125880,,
498800,12651,JHA,JHA-BJA,477,126240,126240,,
498800,12651,BJA,BJA-DLA,468.26,126540,126540,,
498800,12651,DLA,DLA-TBT,463.22,126720,126720,,
498800,12651,TBT,TBT-MZX,457.64,126900,126900,,
498800,12651,MZX,MZX-BZY,452.56,127080,127080,,
498800,12651,BZY,BZY-BPW,444.68,127380,127380,,
498800,12651,BPW,BPW-BAB,437.07,127620,127620,,
498800,12651,BAB,BAB-KHJ,432.68,127800,127800,,
498800,12651,KHJ,KHJ-BJI,424.5,128100,128100,,
498800,12651,BJI,BJI-JHSA,415.81,128400,128400,,
498800,12651,JHSA,JHSA-JHS,410.85,128700,128700,,
498800,12651,JHS,JHS-KRQ,407.33,129600,130200,,
498800,12651,KRQ,KRQ-CIRL,395.96,130920,130920,,
498800,12651,CIRL,CIRL-DAA,389.55,131160,131160,,
498800,12651,DAA,DAA-SOR,382.66,131400,131400,,
498800,12651,SOR,SOR-KTRA,371.4,131760,131760,,
498800,12651,KTRA,KTRA-DBA,361.84,132120,132120,,
498800,12651,DBA,DBA-AEH,352.27,132420,132420,,
498800,12651,AEH,AEH-ARI,342.53,132780,132780,,
498800,12651,ARI,ARI-SLV,332.27,133140,133140,,
498800,12651,SLV,SLV-STLI,324.85,133500,133500,,
498800,12651,STLI,STLI-GWL,317.38,133740,133740,,
498800,12651,GWL,GWL-BLNR,308.82,134220,134220,,
498800,12651,BLNR,BLNR-RRU,305.98,134460,134460,,
498800,12651,RRU,RRU-BAO,295.76,134820,134820,,
498800,12651,BAO,BAO-SANK,289.56,135060,135060,,
498800,12651,SANK,SANK-MRA,280,135360,135360,,
498800,12651,MRA,MRA-SIKD,270.33,135720,135720,,
498800,12651,SIKD,SIKD-HET,262.35,136020,136020,,
498800,12651,HET,HET-DHO,256.4,136200,136200,,
498800,12651,DHO,DHO-MIA,242.84,138780,138780,,
498800,12651,MIA,MIA-JJ,230.39,139200,139200,,
498800,12651,JJ,JJ-BHA,216,139740,139740,,
498800,12651,BHA,BHA-AGC,200.66,140280,140280,,
498800,12651,AGC,AGC-RKM,190.38,141000,141000,,
498800,12651,RKM,RKM-BFP,186.5,141840,141840,,
498800,12651,BFP,BFP-RNKA,185.05,142020,142020,,
498800,12651,RNKA,RNKA-KXM,175.98,142320,142320,,
498800,12651,KXM,KXM-FAR,167,142620,142620,,
498800,12651,FAR,FAR-BAD,155.96,143040,143040,,
498800,12651,BAD,BAD-MTJ,147.27,143340,143340,,
498800,12651,MTJ,MTJ-BTSR,137.05,143820,143820,,
498800,12651,BTSR,BTSR-VRBD,134.64,144180,144180,,
498800,12651,VRBD,VRBD-AJH,127.28,144420,144420,,
498800,12651,AJH,AJH-CHJ,116.24,144780,144780,,
498800,12651,CHJ,CHJ-KSV,106.23,145140,145140,,
498800,12651,KSV,KSV-HDL,96.03,145500,145500,,
498800,12651,HDL,HDL-SHLK,83.73,146280,146280,,
498800,12651,SHLK,SHLK-RDE,73.73,147000,147000,,
498800,12651,RDE,RDE-PWL,63.3,147720,147720,,
498800,12651,PWL,PWL-AST,53.99,148500,148500,,
498800,12651,AST,AST-BVH,42.76,148920,148920,,
498800,12651,BVH,BVH-FDN,32.85,149280,149280,,
498800,12651,FDN,FDN-FDB,28.85,149460,149460,,
498800,12651,FDB,FDB-TKDC,24.84,149640,149640,,
498800,12651,TKDC,TKDC-TKD,20.3,149820,149820,,
498800,12651,TKD,TKD-OKA,14.55,150060,150060,,
498800,12651,OKA,OKA-NZM,10.89,150300,150300,,
498800,12651,NZM,,7.23,151200,151200,,
498801,12672,BBQ,BBQ-MAS,2172.28,103080,103080,,
498801,12672,MAS,,2174.5,104700,104700,,
498803,12647,KZJE,KZJE-KMPT,1530.94,135300,135300,,
498803,12647,KMPT,KMPT-HSP,1526.21,135720,135720,,
498803,12647,HSP,HSP-OPL,1519.95,136200,136200,,
498803,12647,OPL,OPL-JMKT,1508.18,136620,136620,,
498803,12647,JMKT,JMKT-BGSF,1496.2,137040,137040,,
498803,12647,BGSF,BGSF-PTKP,1490.2,137280,137280,,
498803,12647,PTKP,PTKP-OEA,1480.2,137700,137700,,
498803,12647,OEA,OEA-KOLR,1477.2,137820,137820,,
498803,12647,KOLR,KOLR-KYOP,1472.2,138060,138060,,
498803,12647,KYOP,KYOP-PDPL,1467.2,138240,138240,,
498803,12647,PDPL,PDPL-RGPM,1459.2,138540,138540,,
498803,12647,RGPM,RGPM-RDM,1451.2,138840,138840,,
498803,12647,RDM,RDM-PPZ,1441.2,139320,139320,,
498803,12647,PPZ,PPZ-MCI,1436.2,139560,139560,,
498803,12647,MCI,MCI-RVKH,1427.2,139920,139920,,
498803,12647,RVKH,RVKH-MMZ,1420.2,140160,140160,,
498803,12647,MMZ,MMZ-BPA,1416.2,140340,140340,,
498803,12647,BPA,BPA-RECH,1406.87,141000,141000,,
498803,12647,RECH,RECH-RLW,1396.37,141360,141360,,
498803,12647,RLW,RLW-ASAF,1390.23,141600,141600,,
498803,12647,ASAF,ASAF-RLT,1382.64,141900,141900,,
498803,12647,RLT,RLT-SKZR,1375.26,142200,142200,,
498803,12647,SKZR,SKZR-VEM,1368.29,142620,142620,,
498803,12647,VEM,VEM-SRUR,1360.29,143040,143040,,
498803,12647,SRUR,SRUR-MKDI,1350.29,143400,143400,,
498803,12647,MKDI,MKDI-WIRR,1339.29,143880,143880,,
498803,12647,WIRR,WIRR-VHGN,1326.29,144360,144360,,
498803,12647,VHGN,VHGN-MAGH,1317.29,144720,145800,,
498803,12647,MAGH,MAGH-BPQ,1308.68,147900,147900,,
498803,12647,BPQ,BPQ-GNVR,1299.17,149100,150000,,
498803,12647,GNVR,GNVR-BUPH,1293.97,150660,150660,,
498803,12647,BUPH,BUPH-CD,1290.19,151140,151140,,
498803,12647,CD,CD-VVKN,1285.28,151380,151380,,
498803,12647,VVKN,VVKN-CPW,1279.64,151560,151560,,
498803,12647,CPW,CPW-TAE,1278.64,151740,151740,,
498803,12647,TAE,TAE-BUX,1270.64,152100,152100,,
498803,12647,BUX,BUX-MJRI,1260.91,152460,152460,,
498803,12647,MJRI,MJRI-WRR,1251.31,152820,152820,,
498803,12647,WRR,WRR-CKNI,1239.06,153360,153360,,
498803,12647,CKNI,CKNI-NGI,1228.81,153780,153780,,
498803,12647,NGI,NGI-YNA,1216.6,154200,154200,,
498803,12647,YNA,YNA-HGT,1206.29,154620,154620,,
498803,12647,HGT,HGT-WG,1201.21,154980,156600,,
498803,12647,WG,WG-SNN,1192.42,157020,157020,,
498803,12647,SNN,SNN-BPK,1183.99,157260,157260,,
498803,12647,BPK,BPK-CHJC,1177.3,158220,158220,,
498803,12647,CHJC,CHJC-SEGM,1170.72,158580,158580,,
498803,12647,SEGM,SEGM-VADR,1164.17,159060,159060,,
498803,12647,VADR,VADR-SLOR,1159.85,159180,159180,,
498803,12647,SLOR,SLOR-TGP,1152.41,159540,159540,,
498803,12647,TGP,TGP-SNI,1142.44,159900,159900,,
498803,12647,SNI,SNI-BOK,1133.9,160200,160200,,
498803,12647,BOK,BOK-BTBR,1123.31,160620,160620,,
498803,12647,BTBR,BTBR-GMG,1115.39,160980,160980,,
498803,12647,GMG,GMG-KRI,1106.59,161280,161280,,
498803,12647,KRI,KRI-AJNI,1100.11,161520,161520,,
498803,12647,AJNI,AJNI-NGP,1090.87,161760,161760,,
498803,12647,NGP,NGP-GNQ,1087.95,162900,163500,,
498803,12647,GNQ,GNQ-BWRA,1081.4,164280,164280,,
498803,12647,BWRA,BWRA-KSWR,1075.14,164520,164520,,
498803,12647,KSWR,KSWR-KOHL,1064.36,164880,164880,,
498803,12647,KOHL,KOHL-SNKB,1052.68,165300,165300,,
498803,12647,SNKB,SNKB-MER,1043.87,165660,165660,,
498803,12647,MER,MER-KATL,1036.76,165960,165960,,
498803,12647,KATL,KATL-KLBA,1027.53,166320,166320,,
498803,12647,KLBA,KLBA-TNH,1017.48,166680,166680,,
498803,12647,TNH,TNH-NRKR,1009.35,166980,166980,,
498803,12647,NRKR,NRKR-DDMT,1002.42,167280,167280,,
498803,12647,DDMT,DDMT-PAR,992.8,167700,167700,,
498803,12647,PAR,PAR-TEO,984.2,168120,168120,,
498803,12647,TEO,TEO-GDKP,975.26,168540,168780,,
498803,12647,GDKP,GDKP-CCD,966.67,169320,169320,,
498803,12647,CCD,CCD-HTN,957.67,169980,170160,,
498803,12647,HTN,HTN-MTY,951.77,170520,170520,,
498803,12647,MTY,MTY-JKR,942.51,170880,170880,,
498803,12647,JKR,JKR-AMLA,931.34,171300,171300,,
498803,12647,AMLA,AMLA-BYS,919.45,171780,171780,,
498803,12647,BYS,BYS-MALK,909.65,172200,172200,,
498803,12647,MALK,MALK-BZU,903,172440,172440,,
498803,12647,BZU,BZU-MJY,896.66,172740,172920,,
498803,12647,MJY,MJY-DHQ,887.97,173400,173400,,
498803,12647,DHQ,DHQ-GDYA,875.22,174420,174420,,
498803,12647,GDYA,GDYA-BBTR,860.15,174960,174960,,
498803,12647,BBTR,BBTR-MGRD,848.29,175380,175380,,
498803,12647,MGRD,MGRD-DOH,842.11,175620,175620,,
498803,12647,DOH,DOH-POX,837.43,175800,175800,,
498803,12647,POX,POX-KQE,829.47,176100,176100,,
498803,12647,KQE,KQE-SAHL,822.83,176340,176340,,
498803,12647,SAHL,SAHL-TAKU,816.56,176580,176580,,
498803,12647,TAKU,TAKU-KSLA,812.36,176760,176760,,
498803,12647,KSLA,KSLA-KRTH,806.47,177000,177000,,
498803,12647,KRTH,KRTH-JUH,800.58,178260,178260,,
498803,12647,JUH,JUH-ET,792.53,178560,178560,,
498803,12647,ET,ET-PRKD,789.92,179100,179700,,
498803,12647,PRKD,PRKD-HBD,781.31,180300,180300,,
498803,12647,HBD,HBD-BNI,772.19,180660,180660,,
498803,12647,BNI,BNI-MIG,765.01,181020,181020,,
498803,12647,MIG,MIG-CHQ,758.23,181800,181800,,
498803,12647,CHQ,CHQ-BKA,752.05,182160,182160,,
498803,12647,BKA,BKA-ODG,745.62,182580,182580,,
498803,12647,ODG,ODG-ITKL,734.09,183000,183000,,
498803,12647,ITKL,ITKL-MDDP,726.03,183420,183420,,
498803,12647,MDDP,MDDP-MSO,720.61,183720,183720,,
498803,12647,MSO,MSO-HBJ,710.31,184200,184200,,
498803,12647,HBJ,HBJ-BPL,704.3,184500,184500,,
498803,12647,BPL,BPL-NSZ,698.27,185700,186000,,
498803,12647,NSZ,NSZ-SUW,696.75,186300,186300,,
498803,12647,SUW,SUW-BVB,687.15,186660,186660,,
498803,12647,BVB,BVB-DWG,679.62,186960,186960,,
498803,12647,DWG,DWG-SMT,670.83,187260,187260,,
498803,12647,SMT,SMT-SCI,661.39,187620,187620,,
498803,12647,SCI,SCI-BHS,654.16,187860,187860,,
498803,12647,BHS,BHS-SORI,645,188220,188220,,
498803,12647,SORI,SORI-SUMR,639.48,188400,188400,,
498803,12647,SUMR,SUMR-GLG,631.15,188700,188700,,
498803,12647,GLG,GLG-PAI,623.77,189000,189000,,
498803,12647,PAI,PAI-BAQ,614.23,189360,189360,,
498803,12647,BAQ,BAQ-BET,605.53,189780,189780,,
498803,12647,BET,BET-CLHT,595.64,190320,190320,,
498803,12647,CLHT,CLHT-KAH,591.05,190620,190620,,
498803,12647,KAH,KAH-MABA,586.03,190920,190920,,
498803,12647,MABA,MABA-KIKA,577.23,191340,191340,,
498803,12647,KIKA,KIKA-BINA,569.33,191820,191820,,
498803,12647,BINA,BINA-AGD,559.9,192600,192900,,
498803,12647,AGD,AGD-KOA,551.88,193500,193500,,
498803,12647,KOA,KOA-MXS,540.21,193920,193920,,
498803,12647,MXS,MXS-DUA,533.93,194160,194160,,
498803,12647,DUA,DUA-JLN,525.38,194460,194460,,
498803,12647,JLN,JLN-JRO,513.82,194880,194880,,
